ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,17.9
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,14.3
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,10.9
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,8.8
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,14.2
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,15.6
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,16
Finland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,9
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,19
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,18
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,16
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,14
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,13
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,13
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,11
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,10
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,11
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,9
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,9
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,9
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,8
Slovenia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,16.3
Slovenia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,14
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,13
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,14
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,15
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,15
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,11
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,10
Bulgaria,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,27.3
Bulgaria,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,28.7
Romania,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,8.3
Romania,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,7.5
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,19
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,17.4
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,18.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,16.9
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,16.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,14.9
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,14.2
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,14.2
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,12.8
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,12
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,11.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,9.5
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,12.6
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,11.9
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,10.7
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,11.4
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,10.8
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,7.3
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,8
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,6.8
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,5.6
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,4.8
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,4.2
United States,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,2.9
Mexico,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,10.4
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,14.4
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,14.8
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,12
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,11.4
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,12.8
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,11.5
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,8
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,8.9
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,8.1
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,6.5
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,6.8
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,6.9
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,14.1
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,11.3
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.8
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,10
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,17.5
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,14
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,15.6
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,9.2
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,16.4
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,16.9
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.5
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.1
Türkiye,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,19.6
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,14
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,12
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,16
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,18
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,14
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,15
Ireland,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2022,12
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,16.5
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11.5
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,9.4
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,8.8
Peru,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,8.2
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,28.3
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,26
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,24.7
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24.3
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,24
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,23.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,22.5
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,22.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,21.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,19.7
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,19.8
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,20
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,19.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,19.2
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,18.6
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,18.8
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,19.1
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,16.9
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,16.4
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,17.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,16.3
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,15.9
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,15.4
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,14.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,14.4
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,12.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,9.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2022,8.6
Hungary,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,21.2
Hungary,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,24.2
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,8.4
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,7.4
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,6.9
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,6.7
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,6.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,16.4
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,15.8
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,15.9
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,15.1
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,14.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,14.1
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,13.3
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,12.9
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,11.9
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,9.4
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,8
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,15.7
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,15.5
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,15.2
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,13.9
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,13.7
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,13.9
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,12.6
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,14
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,13.4
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,16
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,16.1
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,17.4
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,19.4
Bulgaria,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,35.4
Bulgaria,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,37.6
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,33.1
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,32.9
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,33.1
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,33
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,29.8
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,28.2
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,27.5
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,29.1
France,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,27.8
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,25
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,22.1
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,14.7
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,13.9
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,12.4
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,9.8
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,11.7
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,11.7
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,10.6
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,10.5
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,11
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,10.1
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,10.2
Sweden,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,10.2
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,20.9
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,20.8
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,18.4
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,18.5
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,19.1
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,19
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,18
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,16.8
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,15.5
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,15.4
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,14.4
Netherlands,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,14.7
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,21.7
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.5
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,17.6
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,15.2
Chile,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,20.9
Chile,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,17.5
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,34.2
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,31.7
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,30.3
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,30
Argentina,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,29.5
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,23.1
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,21.5
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,16.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,15.7
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,16.1
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,14.9
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,14
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,13.1
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,12.5
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,12
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,11.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,10.3
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,9.4
Canada,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,8.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,15.5
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,15.9
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,15.6
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,14.8
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,14.4
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,14
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,15.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,14.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,15.7
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,13.3
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,13.5
Italy,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,15
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,23.2
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,21.9
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,20.9
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,19.1
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,17.2
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,18.7
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,16
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,15
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,15
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,16
Finland,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,14
Belgium,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,18.9
Belgium,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,15.4
Poland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,17.2
Poland,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,14.1
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,25.6
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,21.9
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,15.3
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.5
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,13.1
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,14.3
Estonia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,9.5
Greece,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,13.4
Greece,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,7.9
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,22.7
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,18.6
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,18.5
Denmark,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,15.2
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,15.9
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,15.2
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,14.4
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,14
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,13.1
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,12.8
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,12.2
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,11.5
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,11.3
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,9.2
New Zealand,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2022,7.3
Portugal,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,23.5
Portugal,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,20.2
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,15.3
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,13
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,12.4
Australia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,11.2
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,33.4
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,27.9
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,37.2
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,36.7
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,32
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,31
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,31.8
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,31.7
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,28.3
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,49.5
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,45.9
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,44.7
Russia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,43.2
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,24.6
Latvia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,22.6
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,34.1
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,34.5
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,34.3
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,34.5
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,34.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,23.8
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,24.5
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,22.6
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,20.3
United Kingdom,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,20.9
